count,iteration,heap_used_mb,heap_max_mb,elapsed_ms
778000,1,45,64,17385
779000,1,51,64,17403
780000,1,56,64,17420
781000,1,29,64,17449
782000,1,35,64,17470
783000,1,40,64,17489
784000,1,45,64,17514
785000,1,51,64,17535
786000,1,56,64,17554
787000,1,30,64,17572
788000,1,35,64,17590
789000,1,40,64,17615
790000,1,46,64,17636
791000,1,51,64,17657
792000,1,56,64,17673
793000,1,29,64,17691
794000,1,35,64,17710
795000,1,40,64,17727
796000,1,46,64,17746
797000,1,51,64,17765
798000,1,56,64,17782
799000,1,29,64,17800
800000,1,35,64,17817
801000,1,40,64,17834
802000,1,45,64,17852
803000,1,51,64,17868
804000,1,56,64,17884
805000,1,29,64,17906
806000,1,35,64,17923
807000,1,40,64,17942
808000,1,46,64,17964
809000,1,51,64,17984
810000,1,56,64,18007
811000,1,29,64,18029
812000,1,35,64,18047
813000,1,40,64,18066
814000,1,46,64,18088
815000,1,51,64,18111
816000,1,57,64,18149
817000,1,29,64,18170
818000,1,35,64,18189
819000,1,40,64,18212
820000,1,46,64,18231
821000,1,51,64,18256
822000,1,56,64,18274
823000,1,29,64,18294
824000,1,35,64,18315
825000,1,40,64,18335
826000,1,46,64,18355
827000,1,51,64,18376
828000,1,57,64,18395
829000,1,29,64,18414
830000,1,35,64,18436
831000,1,40,64,18457
832000,1,46,64,18478
833000,1,51,64,18497
834000,1,57,64,18513
835000,1,29,64,18530
836000,1,35,64,18550
837000,1,40,64,18567
838000,1,46,64,18584
839000,1,51,64,18601
840000,1,56,64,18618
841000,1,29,64,18635
842000,1,35,64,18651
843000,1,40,64,18667
844000,1,46,64,18682
845000,1,51,64,18697
846000,1,56,64,18713
847000,1,29,64,18730
848000,1,35,64,18747
849000,1,40,64,18763
850000,1,46,64,18779
851000,1,51,64,18794
852000,1,57,64,18812
853000,1,30,64,18832
854000,1,35,64,18847
855000,1,40,64,18863
856000,1,46,64,18880
857000,1,51,64,18896
858000,1,57,64,18920
859000,1,30,64,18943
860000,1,35,64,18960
861000,1,40,64,18978
862000,1,46,64,18996
863000,1,51,64,19015
864000,1,57,64,19034
865000,1,30,64,19050
866000,1,35,64,19066
867000,1,40,64,19083
868000,1,46,64,19099
869000,1,51,64,19117
870000,1,57,64,19135
871000,1,29,64,19155
872000,1,35,64,19172
873000,1,40,64,19189
874000,1,46,64,19205
875000,1,51,64,19227
876000,1,56,64,19245
877000,1,29,64,19262
878000,1,35,64,19280
879000,1,40,64,19298
880000,1,46,64,19315
881000,1,51,64,19334
882000,1,56,64,19354
883000,1,30,64,19373
884000,1,34,64,19389
885000,1,40,64,19404
886000,1,46,64,19420
887000,1,51,64,19447
888000,1,56,64,19468
889000,1,29,64,19491
890000,1,35,64,19513
891000,1,40,64,19534
892000,1,46,64,19555
893000,1,51,64,19573
894000,1,57,64,19592
895000,1,30,64,19614
896000,1,35,64,19632
897000,1,40,64,19650
898000,1,46,64,19667
899000,1,51,64,19684
900000,1,56,64,19702
901000,1,29,64,19719
902000,1,35,64,19735
903000,1,40,64,19752
904000,1,45,64,19769
905000,1,51,64,19784
906000,1,56,64,19800
907000,1,29,64,19817
908000,1,35,64,19834
909000,1,40,64,19853
910000,1,46,64,19871
911000,1,51,64,19887
912000,1,56,64,19905
913000,1,29,64,19922
914000,1,35,64,19940
915000,1,40,64,19957
916000,1,45,64,19975
917000,1,51,64,19991
918000,1,57,64,20007
919000,1,30,64,20024
920000,1,35,64,20044
921000,1,40,64,20064
922000,1,46,64,20081
923000,1,51,64,20100
924000,1,56,64,20121
925000,1,29,64,20143
926000,1,35,64,20162
927000,1,40,64,20181
928000,1,46,64,20197
929000,1,51,64,20214
930000,1,56,64,20232
931000,1,29,64,20251
932000,1,35,64,20274
933000,1,40,64,20293
934000,1,46,64,20311
935000,1,51,64,20330
936000,1,57,64,20349
937000,1,30,64,20369
938000,1,35,64,20388
939000,1,41,64,20408
940000,1,46,64,20425
941000,1,51,64,20446
942000,1,57,64,20466
943000,1,29,64,20486
944000,1,35,64,20503
945000,1,40,64,20522
946000,1,46,64,20541
947000,1,51,64,20557
948000,1,57,64,20572
949000,1,30,64,20589
950000,1,35,64,20608
951000,1,41,64,20625
952000,1,46,64,20641
953000,1,51,64,20656
954000,1,57,64,20675
955000,1,29,64,20692
956000,1,35,64,20708
957000,1,40,64,20731
958000,1,46,64,20754
959000,1,51,64,20782
960000,1,57,64,20803
961000,1,30,64,20821
962000,1,35,64,20838
963000,1,41,64,20854
964000,1,46,64,20872
965000,1,51,64,20887
966000,1,57,64,20902
967000,1,29,64,20919
968000,1,35,64,20935
969000,1,40,64,20952
970000,1,46,64,20970
971000,1,51,64,20988
972000,1,57,64,21004
973000,1,30,64,21022
974000,1,35,64,21040
975000,1,41,64,21242
976000,1,46,64,21323
977000,1,52,64,21345
978000,1,57,64,21365
979000,1,29,64,21403
980000,1,35,64,21423
981000,1,40,64,21458
982000,1,46,64,21479
983000,1,51,64,21502
984000,1,56,64,21521
985000,1,29,64,21541
986000,1,35,64,21560
987000,1,40,64,21578
988000,1,45,64,21595
989000,1,51,64,21614
990000,1,56,64,21632
991000,1,30,64,21650
992000,1,35,64,21684
993000,1,40,64,21719
994000,1,46,64,21736
995000,1,51,64,21761
996000,1,57,64,21792
997000,1,30,64,21825
998000,1,35,64,21849
999000,1,40,64,21875
1000000,1,46,64,21894
1001000,1,51,64,21911
1002000,1,56,64,21927
1003000,1,29,64,21947
1004000,1,34,64,21966
1005000,1,40,64,21982
1006000,1,45,64,22000
1007000,1,51,64,22033
1008000,1,56,64,22051
1009000,1,29,64,22075
1010000,1,35,64,22094
1011000,1,40,64,22128
1012000,1,46,64,22154
1013000,1,51,64,22174
1014000,1,56,64,22192
1015000,1,30,64,22209
1016000,1,35,64,22225
1017000,1,40,64,22241
1018000,1,46,64,22260
1019000,1,51,64,22279
1020000,1,56,64,22295
1021000,1,30,64,22311
1022000,1,35,64,22329
1023000,1,40,64,22346
1024000,1,46,64,22365
1025000,1,51,64,22383
1026000,1,57,64,22400
1027000,1,30,64,22420
1028000,1,35,64,22444
1029000,1,40,64,22462
1030000,1,46,64,22482
1031000,1,51,64,22500
1032000,1,56,64,22519
1033000,1,29,64,22537
1034000,1,35,64,22554
1035000,1,40,64,22575
1036000,1,46,64,22593
1037000,1,51,64,22610
1038000,1,56,64,22630
1039000,1,29,64,22654
1040000,1,34,64,22671
1041000,1,40,64,22691
1042000,1,45,64,22709
1043000,1,51,64,22727
1044000,1,56,64,22746
1045000,1,29,64,22765
1046000,1,35,64,22783
1047000,1,40,64,22800
1048000,1,46,64,22817
1049000,1,51,64,22835
1050000,1,56,64,22859
1051000,1,29,64,22880
1052000,1,35,64,22900
1053000,1,40,64,22919
1054000,1,46,64,22936
1055000,1,51,64,22955
1056000,1,57,64,22980
1057000,1,29,64,23004
1058000,1,35,64,23024
1059000,1,40,64,23043
1060000,1,46,64,23063
1061000,1,51,64,23085
1062000,1,56,64,23107
1063000,1,29,64,23132
1064000,1,35,64,23151
1065000,1,40,64,23171
1066000,1,46,64,23193
1067000,1,51,64,23209
1068000,1,56,64,23232
1069000,1,29,64,23249
1070000,1,35,64,23266
1071000,1,40,64,23283
1072000,1,46,64,23300
1073000,1,51,64,23317
1074000,1,56,64,23334
1075000,1,29,64,23352
1076000,1,35,64,23368
1077000,1,40,64,23387
1078000,1,46,64,23406
1079000,1,51,64,23424
1080000,1,56,64,23444
1081000,1,29,64,23461
1082000,1,35,64,23477
1083000,1,40,64,23493
1084000,1,46,64,23508
1085000,1,51,64,23525
1086000,1,56,64,23542
1087000,1,29,64,23562
1088000,1,35,64,23578
1089000,1,41,64,23599
1090000,1,46,64,23618
1091000,1,51,64,23635
1092000,1,56,64,23650
1093000,1,29,64,23668
1094000,1,35,64,23687
1095000,1,40,64,23705
1096000,1,46,64,23724
1097000,1,51,64,23757
1098000,1,57,64,23776
1099000,1,30,64,23796
1100000,1,35,64,23813
1101000,1,40,64,23830
1102000,1,46,64,23845
1103000,1,51,64,23862
1104000,1,56,64,23878
1105000,1,29,64,23897
1106000,1,35,64,23914
1107000,1,40,64,23929
1108000,1,45,64,23945
1109000,1,51,64,23963
1110000,1,56,64,23979
1111000,1,30,64,23999
1112000,1,35,64,24017
1113000,1,41,64,24032
1114000,1,46,64,24049
1115000,1,51,64,24067
1116000,1,57,64,24084
1117000,1,30,64,24101
1118000,1,35,64,24120
1119000,1,40,64,24135
1120000,1,46,64,24151
1121000,1,51,64,24168
1122000,1,56,64,24188
1123000,1,29,64,24207
1124000,1,35,64,24225
1125000,1,40,64,24244
1126000,1,45,64,24261
1127000,1,51,64,24277
1128000,1,56,64,24292
1129000,1,29,64,24311
1130000,1,35,64,24327
1131000,1,40,64,24342
1132000,1,45,64,24358
1133000,1,51,64,24375
1134000,1,56,64,24391
1135000,1,30,64,24409
1136000,1,35,64,24426
1137000,1,40,64,24453
1138000,1,46,64,24472
1139000,1,51,64,24490
1140000,1,56,64,24511
1141000,1,29,64,24530
1142000,1,35,64,24547
1143000,1,40,64,24566
1144000,1,45,64,24582
1145000,1,51,64,24610
1146000,1,56,64,24628
